ADDRESS,POSTAL,POWER OUT TIME,POWER RESTORE TIME,POWER DURATION
"4503 SW 45TH DR, SMP 01/15",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, BD C",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, BD 26",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2626",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT N10",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, HM C",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 428",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1908",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E16",32608,9/11/17 0:51,9/11/17 15:05,14:14
5816 SW ARCHER RD,32608,9/11/17 0:51,9/11/17 15:05,14:14
4531 SW 44TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW ARCHER RD, SBSTA",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1224",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT F6",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 76",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 623",32608,9/11/17 0:51,9/11/17 15:05,14:14
4717 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT N3",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT H12",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT A18",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 222",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, M201",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4557 SW 48TH DR, 158",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT C5",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, A101",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT J31",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4551 SW 44TH LN, 36B",32608,9/11/17 0:51,9/11/17 15:05,14:14
4841 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 135",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4550 SW 41ST BLVD, STE 7",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT J1",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5778 SW ARCHER RD, CATV GRU ID 308",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 13",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1628",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT H23",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E40",32608,9/11/17 0:51,9/11/17 15:05,14:14
4513 SW 45TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT F20",32608,9/11/17 0:51,9/11/17 15:05,14:14
4918 SW 70TH TER ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4611 SW 48TH WAY, 110",32608,9/11/17 0:51,9/11/17 15:05,14:14
5209 SW 66TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1522",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT J12",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 141",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 130",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 6",32608,9/11/17 0:51,9/11/17 15:05,14:14
4616 SW 44TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E11",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E20",32608,9/11/17 0:51,9/11/17 15:05,14:14
5013 SW 63RD CT ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2821",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, GAR D",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT J6",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT N11",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1426",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4562 SW 48TH WAY, HSE MTR BLDG B",32608,9/11/17 0:51,9/11/17 15:05,14:14
4510 SW 45TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1525",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1026",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 99",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, LIFT",32608,9/11/17 0:51,9/11/17 15:05,14:14
5021 SW 63RD CT,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2923",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2803",32608,9/11/17 0:51,9/11/17 15:05,14:14
4628 SW 44TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 81",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 34",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, BD 1",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT H4",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2624",32608,9/11/17 0:51,9/11/17 15:05,14:14
4929 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 20",32608,9/11/17 0:51,9/11/17 15:05,14:14
5010 SW 63RD CT ,32608,9/11/17 0:51,9/11/17 15:05,14:14
6432 SW 53RD AV ,32608,9/11/17 0:51,9/11/17 15:05,14:14
5218 SW 67TH ST,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT I12",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 13",32608,9/11/17 0:51,9/11/17 15:05,14:14
4927 SW 66TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 162",32608,9/11/17 0:51,9/11/17 15:05,14:14
5100 SW 70TH TER ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 103",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 206",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 3123",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 728",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4680 SW 48TH WAY, 122",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1823",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, CLUB HSE",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 87",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2005",32608,9/11/17 0:51,9/11/17 15:05,14:14
6918 SW 49TH PL,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT B10",32608,9/11/17 0:51,9/11/17 15:05,14:14
5024 SW 66TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 521",32608,9/11/17 0:51,9/11/17 15:05,14:14
4916 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 3106",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 625",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 26",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 159",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 132",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2508",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 828",32608,9/11/17 0:51,9/11/17 15:05,14:14
4923 SW 68TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
4919 SW 64TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT I4",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, F102",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E38",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2903",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, H102",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 527",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2323",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 59",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2304",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1805",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 402",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 60",32608,9/11/17 0:51,9/11/17 15:05,14:14
5968 SW 51ST LN ,32608,9/11/17 0:51,9/11/17 15:05,14:14
4910 SW 70TH TER ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 106",32608,9/11/17 0:51,9/11/17 15:05,14:14
5228 SW 67TH ST,32608,9/11/17 0:51,9/11/17 15:05,14:14
5116 SW 56TH TER,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT J15",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 321",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 118",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT J29",32608,9/11/17 0:51,9/11/17 15:05,14:14
4634 SW 45TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 164",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, D103",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2422",32608,9/11/17 0:51,9/11/17 15:05,14:14
4801 SW 63RD BLVD,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1325",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 308",32608,9/11/17 0:51,9/11/17 15:05,14:14
4533 SW 44TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 93",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 88",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, G103",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E18",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2607",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 155",32608,9/11/17 0:51,9/11/17 15:05,14:14
6925 SW 51ST AV ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 165",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT N16",32608,9/11/17 0:51,9/11/17 15:05,14:14
7002 SW 52ND AV ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4199 SW 47TH ST, LIFT 160",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2922",32608,9/11/17 0:51,9/11/17 15:05,14:14
4702 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 506",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2707",32608,9/11/17 0:51,9/11/17 15:05,14:14
5023 SW 69TH TER ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, J102",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 37",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E31",32608,9/11/17 0:51,9/11/17 15:05,14:14
4653 SW 44TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 70",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1924",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, BD 24",32608,9/11/17 0:51,9/11/17 15:05,14:14
6522 SW 53RD AV ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT I34",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1901",32608,9/11/17 0:51,9/11/17 15:05,14:14
4622 SW 45TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, I203",32608,9/11/17 0:51,9/11/17 15:05,14:14
5110 SW 69TH ST,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 3001",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1528",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, BD 17",32608,9/11/17 0:51,9/11/17 15:05,14:14
5707 SW 47TH PL,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1602",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 3",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4687 SW 48TH DR, BLDG I",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 126",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 84",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 702",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2623",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1221",32608,9/11/17 0:51,9/11/17 15:05,14:14
6530 SW 49TH PL ,32608,9/11/17 0:51,9/11/17 15:05,14:14
5408 SW 66TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
4627 SW 45TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT N5",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 703",32608,9/11/17 0:51,9/11/17 15:05,14:14
4732 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1701",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, BD 2",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2706",32608,9/11/17 0:51,9/11/17 15:05,14:14
4526 SW 56TH TER ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 79",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1322",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT I10",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 143",32608,9/11/17 0:51,9/11/17 15:05,14:14
4654 SW 45TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, K101",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 18",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 221",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 82",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2024",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 50",32608,9/11/17 0:51,9/11/17 15:05,14:14
4541 SW 44TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1725",32608,9/11/17 0:51,9/11/17 15:05,14:14
4928 SW 63RD CT,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2828",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT H15",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, M203",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 112",32608,9/11/17 0:51,9/11/17 15:05,14:14
7004 SW 49TH PL ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 107",32608,9/11/17 0:51,9/11/17 15:05,14:14
4624 SW 45TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
4709 SW 56TH TER ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 804",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1401",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 8",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4654 SW 48TH WAY, 118",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 109",32608,9/11/17 0:51,9/11/17 15:05,14:14
4643 SW 44TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 508",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 3026",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1323",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT J14",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 57",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 126",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1508",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E29",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 3027",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 68",32608,9/11/17 0:51,9/11/17 15:05,14:14
5017 SW 68TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 57",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, M104",32608,9/11/17 0:51,9/11/17 15:05,14:14
5027 SW 68TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
4722 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
5027 SW 69TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1923",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 424",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 48",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2608",32608,9/11/17 0:51,9/11/17 15:05,14:14
5102 SW 65TH CT ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 826",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5114 SW 63RD BLVD, A",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 18",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4618 SW 48TH WAY, HSMTR BLDG F;SMP 1/15",32608,9/11/17 0:51,9/11/17 15:05,14:14
4651 SW 44TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 147",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2602",32608,9/11/17 0:51,9/11/17 15:05,14:14
6422 SW 53RD AV ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E36",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1501",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 66",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT H29",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E25",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2001",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1101",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT A7",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4680 SW 48TH WAY, BLDG H HSMTR;SMP 1/13",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2526",32608,9/11/17 0:51,9/11/17 15:05,14:14
4535 SW 46TH LN ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 87",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1928",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, J204",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 113",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, M202",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 55",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, K201",32608,9/11/17 0:51,9/11/17 15:05,14:14
4629 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
4821 SW 56TH TER,32608,9/11/17 0:51,9/11/17 15:05,14:14
4646 SW 44TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4700 SW ARCHER RD, 49",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT K16",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 3007",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 224",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5500 SW ARCHER RD, K102",32608,9/11/17 0:51,9/11/17 15:05,14:14
4601 SW 44TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
4804 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
4742 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, BD 4",32608,9/11/17 0:51,9/11/17 15:05,14:14
5003 SW 65TH CT ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT G29",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 124",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT I36",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT N15",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 626",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 3101",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1604",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT J11",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4670 SW 48TH DR, 136",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT I22",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1826",32608,9/11/17 0:51,9/11/17 15:05,14:14
5228 SW 66TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
5250 SW 63RD BLVD,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT L25",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT G7",32608,9/11/17 0:51,9/11/17 15:05,14:14
5718 SW 47TH PL,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E46",32608,9/11/17 0:51,9/11/17 15:05,14:14
"5816 SW ARCHER RD, LOT 1A",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 425",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 207",32608,9/11/17 0:51,9/11/17 15:05,14:14
4919 SW 57TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E23",32608,9/11/17 0:51,9/11/17 15:05,14:14
5219 SW 67TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
5002 SW 66TH ST ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT E6",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT J35",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1526",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1304",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT C1",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 3107",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 3025",32608,9/11/17 0:51,9/11/17 15:05,14:14
5119 SW 67TH TER ,32608,9/11/17 0:51,9/11/17 15:05,14:14
4659 SW 45TH LN,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT F7",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT L9",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 524",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 604",32608,9/11/17 0:51,9/11/17 15:05,14:14
4601 SW 56TH TER ,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT G4",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1926",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 2724",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT F12",32608,9/11/17 0:51,9/11/17 15:05,14:14
5020 SW 63RD BLVD,32608,9/11/17 0:51,9/11/17 15:05,14:14
4504 SW 46TH DR,32608,9/11/17 0:51,9/11/17 15:05,14:14
"4000 SW 47TH ST, LOT A8",32608,9/11/17 0:51,9/11/17 15:05,14:14
"4440 SW ARCHER RD, 1121",32608,9/11/17 0:51,9/11/17 15:05,14:14
