ADDRESS,POSTAL,POWER OUT TIME,POWER RESTORE TIME,POWER DURATION
"4140 SW 15TH PL, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4023 SW 16TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4003 SW 16TH LN, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3944 SW 17TH LN, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1415 SW 42ND ST, 1C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4027 SW 17TH LN, G",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4002 SW 17TH LN, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4022 SW 17TH LN, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4143 SW 15TH PL, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3945 SW 16TH LN, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4019 SW 15TH LN, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4012 SW 17TH LN, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4003 SW 16TH LN, H",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 6",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 10",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1425 SW 42ND ST, L",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4009 SW 15TH LN, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1604 SW 40TH TER, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4027 SW 17TH LN, H",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4012 SW 17TH LN, G",32607,9/11/17 4:15,9/12/17 10:20,6:04
4116 SW 15TH PL,32607,9/11/17 4:15,9/12/17 10:20,6:04
"1425 SW 42ND ST, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4001 SW 15TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4027 SW 17TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4046 SW 15TH PL, L4",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 1",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1614 SW 40TH TER, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4022 SW 17TH LN, H",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 3",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4001 SW 15TH LN, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1425 SW 42ND ST, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4013 SW 16TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4012 SW 17TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4003 SW 16TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1615 SW 42ND ST, 8",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4023 SW 16TH LN, F",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1415 SW 42ND ST, 2C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4140 SW 15TH PL, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1425 SW 42ND ST, H",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3924 SW 17TH LN, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
1606 SW 41ST ST,32607,9/11/17 4:15,9/12/17 10:20,6:04
"4055 SW 15TH PL, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1425 SW 42ND ST, N",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4055 SW 15TH PL, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1614 SW 40TH TER, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4009 SW 15TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4002 SW 17TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3955 SW 16TH LN, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3944 SW 17TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3954 SW 17TH LN, H",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4105 SW 15TH PL, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4023 SW 16TH LN, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
4110 SW 15TH PL,32607,9/11/17 4:15,9/12/17 10:20,6:04
"4022 SW 17TH LN, F",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3945 SW 16TH LN, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1615 SW 42ND ST, 6",32607,9/11/17 4:15,9/12/17 10:20,6:04
4112 SW 15TH PL,32607,9/11/17 4:15,9/12/17 10:20,6:04
"1415 SW 42ND ST, 3B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4143 SW 15TH PL, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
4030 SW 15TH PL,32607,9/11/17 4:15,9/12/17 10:20,6:04
"4027 SW 17TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4023 SW 16TH LN, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1415 SW 42ND ST, 2D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1604 SW 40TH TER, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3955 SW 16TH LN, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1624 SW 40TH TER, F",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4055 SW 15TH PL, K",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4055 SW 15TH PL, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1425 SW 42ND ST, F",32607,9/11/17 4:15,9/12/17 10:20,6:04
4118 SW 15TH PL,32607,9/11/17 4:15,9/12/17 10:20,6:04
4114 SW 15TH PL,32607,9/11/17 4:15,9/12/17 10:20,6:04
"4023 SW 16TH LN, G",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1614 SW 40TH TER, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1615 SW 42ND ST, LNDRY;SMP 12/14",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1425 SW 42ND ST, O",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3955 SW 16TH LN, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 7",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3945 SW 16TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4055 SW 15TH PL, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1605 SW 42ND ST, 13",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1415 SW 42ND ST, 1F",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 12",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3944 SW 17TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3924 SW 17TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4012 SW 17TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4040 SW 15TH PL, 4",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3954 SW 17TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4012 SW 17TH LN, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4105 SW 15TH PL, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4001 SW 15TH LN, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1415 SW 42ND ST, 1E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4003 SW 16TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1605 SW 42ND ST, 9",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4130 SW 15TH PL, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 5",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1605 SW 42ND ST, 10",32607,9/11/17 4:15,9/12/17 10:20,6:04
4050 SW 15TH PL,32607,9/11/17 4:15,9/12/17 10:20,6:04
"3945 SW 16TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3954 SW 17TH LN, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3924 SW 17TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4013 SW 16TH LN, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4130 SW 15TH PL, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4027 SW 17TH LN, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 13",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4002 SW 17TH LN, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4019 SW 15TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4012 SW 17TH LN, H",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1605 SW 42ND ST, 15",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1624 SW 40TH TER, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1425 SW 42ND ST, P",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4001 SW 15TH LN, F",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 2",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3954 SW 17TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1604 SW 40TH TER, F",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1425 SW 42ND ST, I",32607,9/11/17 4:15,9/12/17 10:20,6:04
4122 SW 15TH PL,32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 14",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4027 SW 17TH LN, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 15",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4013 SW 16TH LN, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4130 SW 15TH PL, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1604 SW 40TH TER, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1505 SW 42ND ST, 4",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4105 SW 15TH PL, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4123 SW 15TH PL, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
4036 SW 15TH PL,32607,9/11/17 4:15,9/12/17 10:20,6:04
"3944 SW 17TH LN, G",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1614 SW 40TH TER, F",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4003 SW 16TH LN, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4055 SW 15TH PL, J",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1425 SW 42ND ST, G",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1415 SW 42ND ST, 1D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1604 SW 40TH TER, E",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3955 SW 16TH LN, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4123 SW 15TH PL, C",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4009 SW 15TH LN, A",32607,9/11/17 4:15,9/12/17 10:20,6:04
"1415 SW 42ND ST, 2B",32607,9/11/17 4:15,9/12/17 10:20,6:04
"3924 SW 17TH LN, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
4126 SW 15TH PL,32607,9/11/17 4:15,9/12/17 10:20,6:04
"1615 SW 42ND ST, 5",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4003 SW 16TH LN, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4140 SW 15TH PL, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4022 SW 17TH LN, G",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4027 SW 17TH LN, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4013 SW 16TH LN, D",32607,9/11/17 4:15,9/12/17 10:20,6:04
"4143 SW 15TH PL, B",32607,9/11/17 4:15,9/12/17 10:20,6:04
8589 SW 11TH RD,32607,9/10/17 16:44,9/12/17 12:00,19:15
1801 SW 101ST DR,32607,9/11/17 1:40,9/12/17 13:30,11:49
"2233 SW 39TH WAY, B",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2233 SW 39TH WAY, C",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2303 SW 39TH WAY, C",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2315 SW 39TH WAY, C",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2220 SW 39TH WAY, C",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2303 SW 39TH WAY, D",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2233 SW 39TH WAY, D",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2303 SW 39TH WAY, B",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2315 SW 39TH WAY, B",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2220 SW 39TH WAY, B",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2233 SW 39TH WAY, A",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2220 SW 39TH WAY, D",32607,9/11/17 4:15,9/12/17 14:48,10:33
2229 SW 39TH WAY,32607,9/11/17 4:15,9/12/17 14:48,10:33
"2315 SW 39TH WAY, A",32607,9/11/17 4:15,9/12/17 14:48,10:33
2227 SW 39TH WAY,32607,9/11/17 4:15,9/12/17 14:48,10:33
2225 SW 39TH WAY,32607,9/11/17 4:15,9/12/17 14:48,10:33
"2315 SW 39TH WAY, D",32607,9/11/17 4:15,9/12/17 14:48,10:33
2223 SW 39TH WAY,32607,9/11/17 4:15,9/12/17 14:48,10:33
"2220 SW 39TH WAY, A",32607,9/11/17 4:15,9/12/17 14:48,10:33
"2303 SW 39TH WAY, A",32607,9/11/17 4:15,9/12/17 14:48,10:33
206 NW 32ND ST,32607,9/8/17 7:48,9/12/17 15:24,7:36
120 NW 28TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2901 SW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2322 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
318 1/2 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
16 SW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2703 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2348 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3115 SW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
307 NW 27TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
"123 NW 26TH ST, CATV GRU ID 19",32607,9/10/17 23:43,9/12/17 15:24,15:40
3443 NW 1ST CT,32607,9/10/17 23:43,9/12/17 15:24,15:40
2721 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
324 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2392 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
114 SW 23RD DR,32607,9/10/17 23:43,9/12/17 15:24,15:40
"410 NW 24TH ST, FRONT",32607,9/10/17 23:43,9/12/17 15:24,15:40
2625 NW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2911 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2630 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
17 NW 33RD CT,32607,9/10/17 23:43,9/12/17 15:24,15:40
3018 NW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
211 NW 25TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
319 NW 25TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2719 SW 7TH PL,32607,9/10/17 23:43,9/12/17 15:24,15:40
101 NW 30TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
3008 NW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
429 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2878 NW 4TH LN,32607,9/10/17 23:43,9/12/17 15:24,15:40
103 NW 32ND ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
418 NW 29TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
"24 NW 33RD CT, STE A",32607,9/10/17 23:43,9/12/17 15:24,15:40
3005 SW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
701 SW 28TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
3101 NW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
111 NW 28TH TER,32607,9/10/17 23:43,9/12/17 15:24,15:40
114 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2737 SW 4TH PL,32607,9/10/17 23:43,9/12/17 15:24,15:40
325 NW 30TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
"2502 SW 2ND AV, TFLT",32607,9/10/17 23:43,9/12/17 15:24,15:40
3440 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
111 NW 29TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
18 NW 33RD CT,32607,9/10/17 23:43,9/12/17 15:24,15:40
"2835 W UNIVERSITY AV, CATV GRU ID 124",32607,9/10/17 23:43,9/12/17 15:24,15:40
2340 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
124 SW 23RD ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2851 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3105 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
212 NW 32ND ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
3020 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
380 NW 27TH TER,32607,9/10/17 23:43,9/12/17 15:24,15:40
18 NW 27TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
210 NW 29TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
405 NW 29TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
135 NW 34TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
223 NW 34TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2927 SW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2719 NW 3RD AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3415 NW 1ST CT,32607,9/10/17 23:43,9/12/17 15:24,15:40
3309 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2618 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3301 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
"122 NW 28TH TER, SMP 11/16/11",32607,9/10/17 23:43,9/12/17 15:24,15:40
7 NW 23RD ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
223 NW 28TH TER,32607,9/10/17 23:43,9/12/17 15:24,15:40
"4 SW 23RD ST, HM",32607,9/10/17 23:43,9/12/17 15:24,15:40
2709 NW 3RD AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
311 NW 27TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
3452 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2717 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3328 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
"2708 NW 3RD AV, SMP 10/12",32607,9/10/17 23:43,9/12/17 15:24,15:40
100 SW 23RD DR,32607,9/10/17 23:43,9/12/17 15:24,15:40
123 NW 34TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
"202 NW 26TH ST, GAR",32607,9/10/17 23:43,9/12/17 15:24,15:40
"122 NW 25TH ST, B",32607,9/10/17 23:43,9/12/17 15:24,15:40
111 SW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
405 NW 28TH TER,32607,9/10/17 23:43,9/12/17 15:24,15:40
218 NW 25TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
3029 NW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3405 NW 1ST CT,32607,9/10/17 23:43,9/12/17 15:24,15:40
11 SW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2820 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2636 NW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3008 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
425 NW 25TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2636 NW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
121 SW 32ND ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
"120 NW 24TH ST, BACK",32607,9/10/17 23:43,9/12/17 15:24,15:40
102 NW 29TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
315 NW 28TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
8 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
12 NW 27TH TER,32607,9/10/17 23:43,9/12/17 15:24,15:40
2386 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2620 NW 4TH AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
15 NW 26TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
3104 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
11 NW 32ND ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
415 NW 32ND ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2910 SW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3035 SW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2703 NW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
210 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2735 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3105 SW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
213 NW 29TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
323 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
424 NW 27TH TER,32607,9/10/17 23:43,9/12/17 15:24,15:40
608 SW 27TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
"125 SW 34TH ST, PAD;4/17",32607,9/10/17 23:43,9/12/17 15:24,15:40
2805 SW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2635 NW 3RD AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
416 NW 28TH TER,32607,9/10/17 23:43,9/12/17 15:24,15:40
115 NW 34TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
"17 SW 24TH ST, B",32607,9/10/17 23:43,9/12/17 15:24,15:40
3016 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2718 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2906 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
317 NW 32ND ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
127 NW 34TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
124 NW 27TH TER,32607,9/10/17 23:43,9/12/17 15:24,15:40
"24 NW 33RD CT, STE B",32607,9/10/17 23:43,9/12/17 15:24,15:40
314 NW 29TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
118 NW 26TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
222 SW 27TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
106 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
18 SW 26TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
87 SW 34TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
3412 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3020 SW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
114 NW 25TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2715 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
3428 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
112 NW 33RD CT,32607,9/10/17 23:43,9/12/17 15:24,15:40
3017 NW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
31 SW 23RD WAY,32607,9/10/17 23:43,9/12/17 15:24,15:40
121 NW 28TH TER,32607,9/10/17 23:43,9/12/17 15:24,15:40
30 SW 23RD ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2631 NW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
"122 NW 25TH ST, A",32607,9/10/17 23:43,9/12/17 15:24,15:40
109 SW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
120 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
105 SW 34TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2626 NW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2617 NW 1ST AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
304 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
321 NW 26TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2732 SW 3RD PL,32607,9/10/17 23:43,9/12/17 15:24,15:40
113 NW 25TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
305 NW 28TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
10 NW 25TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
3125 W UNIVERSITY AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
212 NW 28TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
"17 SW 24TH ST, UP FRONT",32607,9/10/17 23:43,9/12/17 15:24,15:40
510 NW 24TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
311 NW 26TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
112 NW 28TH TER,32607,9/10/17 23:43,9/12/17 15:24,15:40
325 NW 29TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
106 NW 25TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
16 NW 28TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2610 NW 4TH AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
317 NW 27TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
309 NW 30TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2627 NW 3RD AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
316 NW 28TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
2818 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
105 NW 25TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
213 SW 28TH ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
3028 NW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
2928 SW 2ND AV,32607,9/10/17 23:43,9/12/17 15:24,15:40
"2899 NW 4TH LN, FIT",32607,9/10/17 23:43,9/12/17 15:24,15:40
6 NW 32ND ST,32607,9/10/17 23:43,9/12/17 15:24,15:40
"2708 NW 3RD AV, REAR",32607,9/10/17 23:43,9/12/17 15:24,15:40
104 NW 23RD DR,32607,9/10/17 23:43,9/12/17 15:24,15:40
